,itemName,imageKey,Date_Produced,Log_ID,Item_Type,PLU,Meal,Action_Taken,Action_Reason,Quantity,Pan_ID,Pan_Weight,Unit,Station,Location_ID,Location,Served,Saved,Sold,Shrink,logtime,locationId,imageId
10,American Chop Suey, 55/30094cd0ea0611e98246012e5e367d18,10/8/19,52376,Menu Item,46000064578,Breakfast,Served,Start,11.1333,196,3.8,Lbs,HB,55,Cranston,7.3333,0,7.3333,0,10/8/19 16:00,55, 30094cd0-ea06-11e9-8246-012e5e367d18
11,American Chop Suey, 55/46db4bb0eebc11e98246012e5e367d18,10/14/19,57463,Menu Item,46000064578,Breakfast,Served,Start,6.944560000000001,197,0.95,Lbs,HB,55,Cranston,5.99456,0,5.99456,0,10/14/19 15:53,55, 46db4bb0-eebc-11e9-8246-012e5e367d18
12,American Chop Suey, 55/4af78480ec6811e98246012e5e367d18,10/11/19,55099,Menu Item,46000064578,Breakfast,Served,Start,8.04687,195,3.35,Lbs,HB,55,Cranston,4.69687,0,4.69687,0,10/11/19 16:47,55, 4af78480-ec68-11e9-8246-012e5e367d18
13,American Chop Suey, 55/4c730c70eab111e990c345c3f76c0e47,10/9/19,53107,Menu Item,46000064578,Breakfast,Served,Start,5.974530000000001,197,0.95,Lbs,HB,55,Cranston,5.02453,0,5.02453,0,10/9/19 12:25,55, 4c730c70-eab1-11e9-90c3-45c3f76c0e47
14,American Chop Suey, 55/7c3c1f70e9dd11e98246012e5e367d18,10/8/19,52123,Menu Item,46000064578,Breakfast,Served,Start,12.3238,194,2.8,Lbs,HB,55,Cranston,9.5238,0,9.5238,0,10/8/19 11:08,55, 7c3c1f70-e9dd-11e9-8246-012e5e367d18
15,American Chop Suey, 55/7f467250fa7d11e990c345c3f76c0e47,10/28/19,68238,Menu Item,46000064578,Breakfast,Served,Start,7.2973,197,0.95,Lbs,HB,55,Cranston,6.3473,0,6.3473,0,10/29/19 14:54,55, 7f467250-fa7d-11e9-90c3-45c3f76c0e47
16,American Chop Suey, 55/80d36950f43a11e98246012e5e367d18,10/21/19,62372,Menu Item,46000064578,Breakfast,Served,Start,6.900469999999999,197,0.95,Lbs,HB,55,Cranston,5.95047,0,5.95047,0,10/21/19 15:39,55, 80d36950-f43a-11e9-8246-012e5e367d18
17,American Chop Suey, 55/8ced11c0f6ae11e990c345c3f76c0e47,10/24/19,64888,Menu Item,46000064578,Breakfast,Served,Start,7.165019999999999,197,0.95,Lbs,HB,55,Cranston,6.21502,0,6.21502,0,10/24/19 18:35,55, 8ced11c0-f6ae-11e9-90c3-45c3f76c0e47
18,American Chop Suey, 55/98cd6df0edee11e990c345c3f76c0e47,10/13/19,56705,Menu Item,46000064578,Breakfast,Served,Start,6.1729400000000005,197,0.95,Lbs,HB,55,Cranston,5.22294,0,5.22294,0,10/13/19 15:21,55, 98cd6df0-edee-11e9-90c3-45c3f76c0e47
19,American Chop Suey, 55/9e516590fa6b11e990c345c3f76c0e47,10/28/19,68144,Menu Item,46000064578,Breakfast,Served,Start,7.95869,197,0.95,Lbs,HB,55,Cranston,7.00869,0,7.00869,0,10/29/19 12:46,55, 9e516590-fa6b-11e9-90c3-45c3f76c0e47
20,American Chop Suey, 55/a9452c20f44e11e98246012e5e367d18,10/21/19,62489,Menu Item,46000064578,Breakfast,Served,Start,6.6138699999999995,197,0.95,Lbs,HB,55,Cranston,5.663869999999999,0,5.663869999999999,0,10/21/19 18:04,55, a9452c20-f44e-11e9-8246-012e5e367d18
21,American Chop Suey, 55/ad1373b0e94111e98246012e5e367d18,10/7/19,51329,Menu Item,46000064578,Breakfast,Served,Start,8.135060000000001,195,3.35,Lbs,HB,55,Cranston,4.78506,0,4.78506,0,10/7/19 16:33,55, ad1373b0-e941-11e9-8246-012e5e367d18
22,American Chop Suey, 55/b3f39f10ef5f11e98246012e5e367d18,10/14/19,57957,Menu Item,46000064578,Breakfast,Served,Start,6.50364,197,0.95,Lbs,HB,55,Cranston,5.553640000000001,0,5.553640000000001,0,10/15/19 11:23,55, b3f39f10-ef5f-11e9-8246-012e5e367d18
23,American Chop Suey, 55/dfae7970fa9711e98246012e5e367d18,10/29/19,68391,Menu Item,46000064578,Breakfast,Served,Start,6.635910000000001,198,1.9,Lbs,HB,55,Cranston,4.73591,0,4.73591,0,10/29/19 18:03,55, dfae7970-fa97-11e9-8246-012e5e367d18
24,American Chop Suey, 55/f22db2b0f50a11e990c345c3f76c0e47,10/22/19,63242,Menu Item,46000064578,Breakfast,Served,Start,6.1509,197,0.95,Lbs,HB,55,Cranston,5.2009,0,5.2009,0,10/22/19 16:31,55, f22db2b0-f50a-11e9-90c3-45c3f76c0e47
25,American Chop Suey, 55/f38812d0eaa711e98246012e5e367d18,10/9/19,53051,Menu Item,46000064578,Breakfast,Served,Start,5.59974,197,0.95,Lbs,HB,55,Cranston,4.64974,0,4.64974,0,10/9/19 11:18,55, f38812d0-eaa7-11e9-8246-012e5e367d18
26,American Chop Suey, 55/fc607b30f37711e98246012e5e367d18,10/20/19,61524,Menu Item,46000064578,Breakfast,Served,Start,12.3459,198,1.9,Lbs,HB,55,Cranston,10.4459,0,10.4459,0,10/20/19 16:27,55, fc607b30-f377-11e9-8246-012e5e367d18
27,American Chop Suey, 55/fe033a50edc711e98246012e5e367d18,10/13/19,56546,Menu Item,46000064578,Breakfast,Served,Start,6.39341,197,0.95,Lbs,HB,55,Cranston,5.44341,0,5.44341,0,10/13/19 10:44,55, fe033a50-edc7-11e9-8246-012e5e367d18
28,American Chop Suey, 55/ffb681b0f76111e990c345c3f76c0e47,10/24/19,65530,Menu Item,46000064578,Breakfast,Served,Start,9.016910000000001,198,1.9,Lbs,HB,55,Cranston,7.116910000000001,0,7.116910000000001,0,10/25/19 16:00,55, ffb681b0-f761-11e9-90c3-45c3f76c0e47
29,Antipasto Salad, 55/016d0420eb5511e98246012e5e367d18,10/9/19,53843,Menu Item,46000024073,Breakfast,Served,Start,11.927,201,6.65,Lbs,SB,55,Cranston,5.277,0,5.277,0,10/10/19 7:56,55, 016d0420-eb55-11e9-8246-012e5e367d18
30,Antipasto Salad, 55/0ed8f0f0e8f911e990c345c3f76c0e47,10/7/19,50826,Menu Item,46000024073,Breakfast,Served,Start,8.553939999999999,202,3.75,Lbs,SB,55,Cranston,4.80394,0,4.80394,0,10/7/19 7:53,55, 0ed8f0f0-e8f9-11e9-90c3-45c3f76c0e47
31,Antipasto Salad, 55/24d94960e5d711e98246012e5e367d18,10/3/19,46024,Menu Item,46000024073,Breakfast,Served,Start,13.1616,201,4.65,Lbs,SB,55,Cranston,6.5116,0,6.5116,0,10/3/19 8:13,55, 24d94960-e5d7-11e9-8246-012e5e367d18
32,Antipasto Salad, 55/2e686980e9c311e990c345c3f76c0e47,10/8/19,51990,Menu Item,46000024073,Breakfast,Served,Start,10.8027,201,6.65,Lbs,SB,55,Cranston,4.1527,0,4.1527,0,10/8/19 8:00,55, 2e686980-e9c3-11e9-90c3-45c3f76c0e47
33,Antipasto Salad, 55/35c64aa0e83111e990c345c3f76c0e47,10/6/19,49697,Menu Item,46000024073,Breakfast,Served,Start,11.8388,201,4.65,Lbs,SB,55,Cranston,5.1888,0,5.1888,0,10/6/19 8:03,55, 35c64aa0-e831-11e9-90c3-45c3f76c0e47
34,Antipasto Salad, 55/a2a0f270ecea11e98246012e5e367d18,10/12/19,55667,Menu Item,46000024073,Breakfast,Served,Start,9.85466,202,3.75,Lbs,SB,55,Cranston,6.10466,0,6.10466,0,10/12/19 8:20,55, a2a0f270-ecea-11e9-8246-012e5e367d18
35,Antipasto Salad, 55/c7863370e44811e990c345c3f76c0e47,9/30/19,43418,Menu Item,46000024073,Breakfast,Served,Start,12.2136,201,4.65,Lbs,SB,55,Cranston,5.5636,0,5.5636,0,10/1/19 8:41,55, c7863370-e448-11e9-90c3-45c3f76c0e47
36,Antipasto Salad, 55/d7357090e50d11e990c345c3f76c0e47,10/1/19,44695,Menu Item,46000024073,Breakfast,Served,Start,8.06892,202,3.75,Lbs,SB,55,Cranston,4.318919999999999,0,4.318919999999999,0,10/2/19 8:12,55, d7357090-e50d-11e9-90c3-45c3f76c0e47
37,Antipasto Salad, 55/f3f20c20ea8f11e98246012e5e367d18,10/9/19,52948,Menu Item,46000024073,Breakfast,Served,Start,12.6545,201,6.65,Lbs,SB,55,Cranston,6.0045,0,6.0045,0,10/9/19 8:26,55, f3f20c20-ea8f-11e9-8246-012e5e367d18
38,Apple Cheddar Brussels Sprout Slaw, 52/0a497e90f4fe11e990c345c3f76c0e47,10/22/19,63195,Menu Item,46000029439,Breakfast,Served,Start,13.5584,180,2.09,Lbs,SB,52,Hingham,11.4684,0,11.4684,0,10/22/19 14:59,52, 0a497e90-f4fe-11e9-90c3-45c3f76c0e47
39,Apple Cheddar Brussels Sprout Slaw, 52/1196f040f40111e990c345c3f76c0e47,10/21/19,62019,Menu Item,46000029439,Breakfast,Served,Start,8.60905,185,1.82,Lbs,SB,52,Hingham,6.78905,0,6.78905,0,10/21/19 8:48,52, 1196f040-f401-11e9-90c3-45c3f76c0e47
40,Apple Cheddar Brussels Sprout Slaw, 52/30c471c0f1a111e990c345c3f76c0e47,10/18/19,59897,Menu Item,46000029439,Breakfast,Served,Start,11.7837,184,2.84,Lbs,SB,52,Hingham,8.9437,0,8.9437,0,10/18/19 8:17,52, 30c471c0-f1a1-11e9-90c3-45c3f76c0e47
41,Apple Cheddar Brussels Sprout Slaw, 52/589f0500ef4111e990c345c3f76c0e47,10/15/19,57810,Menu Item,46000029439,Breakfast,Served,Start,11.9711,185,1.82,Lbs,SB,52,Hingham,10.1511,0,10.1511,0,10/15/19 7:46,52, 589f0500-ef41-11e9-90c3-45c3f76c0e47
42,Apple Cheddar Brussels Sprout Slaw, 52/6055b770f33411e98246012e5e367d18,10/20/19,61200,Menu Item,46000029439,Breakfast,Served,Start,8.33347,181,1.61,Lbs,SB,52,Hingham,6.72347,0,6.72347,0,10/20/19 8:23,52, 6055b770-f334-11e9-8246-012e5e367d18
43,Apple Cheddar Brussels Sprout Slaw, 52/d090cdf0f00e11e98246012e5e367d18,10/16/19,58394,Menu Item,46000029439,Breakfast,Served,Start,8.542910000000001,185,1.82,Lbs,SB,52,Hingham,6.722910000000001,0,6.722910000000001,0,10/16/19 8:16,52, d090cdf0-f00e-11e9-8246-012e5e367d18
44,Apple Cheddar Brussels Sprout Slaw, 52/ff914780f42111e98246012e5e367d18,10/21/19,62240,Menu Item,46000029439,Breakfast,Served,Start,12.6545,184,2.84,Lbs,SB,52,Hingham,9.8145,0,9.8145,0,10/21/19 12:44,52, ff914780-f421-11e9-8246-012e5e367d18
45,Apple Cider Glazed Carrots, 52/2a0e48f0f50d11e990c345c3f76c0e47,10/22/19,63254,Menu Item,46000028908,Breakfast,Served,Start,7.19809,177,1.23,Lbs,HB,52,Hingham,5.96809,0,5.96809,0,10/22/19 16:47,52, 2a0e48f0-f50d-11e9-90c3-45c3f76c0e47
46,Apple Cider Glazed Carrots, 52/2df5fab0f51e11e990c345c3f76c0e47,10/22/19,63334,Menu Item,46000028908,Breakfast,Served,Start,7.043769999999999,177,1.23,Lbs,HB,52,Hingham,5.81377,0,5.81377,0,10/22/19 18:49,52, 2df5fab0-f51e-11e9-90c3-45c3f76c0e47
47,Apple Cider Glazed Carrots, 52/54b1b9b0f1bc11e990c345c3f76c0e47,10/18/19,60034,Menu Item,46000028908,Breakfast,Served,Start,8.840539999999999,177,1.23,Lbs,HB,52,Hingham,7.610539999999999,0,7.610539999999999,0,10/18/19 11:31,52, 54b1b9b0-f1bc-11e9-90c3-45c3f76c0e47
48,Apple Cider Glazed Carrots, 52/609232d0f99811e98246012e5e367d18,10/28/19,67351,Menu Item,46000028908,Breakfast,Served,Start,6.944560000000001,178,1.54,Lbs,HB,52,Hingham,5.40456,0,5.40456,0,10/28/19 11:34,52, 609232d0-f998-11e9-8246-012e5e367d18
49,Apple Cider Glazed Carrots, 52/6f762ac0f28811e98246012e5e367d18,10/19/19,60692,Menu Item,46000028908,Breakfast,Served,Start,9.700339999999999,176,1.93,Lbs,HB,52,Hingham,7.770339999999999,0,7.770339999999999,0,10/19/19 11:52,52, 6f762ac0-f288-11e9-8246-012e5e367d18
50,Apple Cider Glazed Carrots, 52/fb00c950f5d611e990c345c3f76c0e47,10/22/19,64107,Menu Item,46000028908,Breakfast,Served,Start,7.5839,177,1.23,Lbs,HB,52,Hingham,6.3539,0,6.3539,0,10/23/19 16:52,52, fb00c950-f5d6-11e9-90c3-45c3f76c0e47
51,Apple Cider Glazed Carrots, 53/178a25f0e45a11e98246012e5e367d18,10/1/19,43540,Menu Item,46000028908,Breakfast,Served,Start,5.8202,173,1.54,Lbs,HB,53,Westford,4.2802,0,4.2802,0,10/1/19 10:44,53, 178a25f0-e45a-11e9-8246-012e5e367d18
52,Apple Cider Glazed Carrots, 53/18e2ef50e5f311e98246012e5e367d18,10/3/19,46232,Menu Item,46000028908,Breakfast,Served,Start,6.944560000000001,173,1.54,Lbs,HB,53,Westford,5.40456,0,5.40456,0,10/3/19 11:32,53, 18e2ef50-e5f3-11e9-8246-012e5e367d18
53,Apple Cider Glazed Carrots, 53/2b673210ee9211e990c345c3f76c0e47,10/14/19,57243,Menu Item,46000028908,Breakfast,Served,Start,6.5477300000000005,173,1.54,Lbs,HB,53,Westford,5.0077300000000005,0,5.0077300000000005,0,10/14/19 10:51,53, 2b673210-ee92-11e9-90c3-45c3f76c0e47
54,Apple Cider Glazed Carrots, 53/43a9d680ea0911e98246012e5e367d18,10/8/19,52383,Menu Item,46000028908,Breakfast,Served,Start,6.81228,173,1.54,Lbs,HB,53,Westford,5.27228,0,5.27228,0,10/8/19 16:20,53, 43a9d680-ea09-11e9-8246-012e5e367d18
55,Apple Cider Glazed Carrots, 53/5fb408f0f80511e990c345c3f76c0e47,10/25/19,65993,Menu Item,46000028908,Breakfast,Served,Start,6.591819999999999,173,1.54,Lbs,HB,53,Westford,5.051819999999999,0,5.051819999999999,0,10/26/19 11:28,53, 5fb408f0-f805-11e9-90c3-45c3f76c0e47
56,Apple Cider Glazed Carrots, 53/6a19bbd0f5c311e98246012e5e367d18,10/23/19,64029,Menu Item,46000028908,Breakfast,Served,Start,8.135060000000001,173,1.54,Lbs,HB,53,Westford,6.59506,0,6.59506,0,10/23/19 14:31,53, 6a19bbd0-f5c3-11e9-8246-012e5e367d18
57,Apple Cider Glazed Carrots, 53/7c435f50ec3611e990c345c3f76c0e47,10/11/19,54788,Menu Item,46000028908,Breakfast,Served,Start,7.31935,173,1.54,Lbs,HB,53,Westford,5.77935,0,5.77935,0,10/11/19 10:49,53, 7c435f50-ec36-11e9-90c3-45c3f76c0e47
58,Apple Cider Glazed Carrots, 53/7f0ced80e9ef11e990c345c3f76c0e47,10/8/19,52255,Menu Item,46000028908,Breakfast,Served,Start,5.1588199999999995,173,1.54,Lbs,HB,53,Westford,3.61882,0,3.61882,0,10/8/19 13:16,53, 7f0ced80-e9ef-11e9-90c3-45c3f76c0e47
59,Apple Cider Glazed Carrots, 53/8b5f6fb0e55111e98246012e5e367d18,10/2/19,45204,Menu Item,46000028908,Breakfast,Served,Start,4.62971,175,1.85,Lbs,HB,53,Westford,2.7797099999999997,0,2.7797099999999997,0,10/2/19 16:15,53, 8b5f6fb0-e551-11e9-8246-012e5e367d18
60,Apple Cider Glazed Carrots, 53/951f5e70ee0c11e98246012e5e367d18,10/13/19,56761,Menu Item,46000028908,Breakfast,Served,Start,5.8202,173,1.54,Lbs,HB,53,Westford,4.2802,0,4.2802,0,10/13/19 18:54,53, 951f5e70-ee0c-11e9-8246-012e5e367d18
61,Apple Cider Glazed Carrots, 53/a7b70c70f74b11e990c345c3f76c0e47,10/25/19,65438,Menu Item,46000028908,Breakfast,Served,Start,6.19499,173,1.54,Lbs,HB,53,Westford,4.65499,0,4.65499,0,10/25/19 13:19,53, a7b70c70-f74b-11e9-90c3-45c3f76c0e47
62,Apple Cider Glazed Carrots, 53/cc5540e0f0ef11e990c345c3f76c0e47,10/17/19,59333,Menu Item,46000028908,Breakfast,Served,Start,5.64383,173,1.54,Lbs,HB,53,Westford,4.10383,0,4.10383,0,10/17/19 11:06,53, cc5540e0-f0ef-11e9-90c3-45c3f76c0e47
63,Apple Cider Glazed Carrots, 53/d170e420eea211e98246012e5e367d18,10/14/19,57344,Menu Item,46000028908,Breakfast,Served,Start,4.60766,173,1.54,Lbs,HB,53,Westford,3.06766,0,3.06766,0,10/14/19 12:50,53, d170e420-eea2-11e9-8246-012e5e367d18
64,Apple Cider Glazed Carrots, 53/e354fbf0e48d11e98246012e5e367d18,10/1/19,43968,Menu Item,46000028908,Breakfast,Served,Start,5.26905,173,1.54,Lbs,HB,53,Westford,3.72905,0,3.72905,0,10/1/19 16:55,53, e354fbf0-e48d-11e9-8246-012e5e367d18
65,Apple Cider Glazed Carrots, 53/e38baeb0f04611e98246012e5e367d18,10/16/19,58660,Menu Item,46000028908,Breakfast,Served,Start,6.3272699999999995,173,1.54,Lbs,HB,53,Westford,4.7872699999999995,0,4.7872699999999995,0,10/16/19 14:57,53, e38baeb0-f046-11e9-8246-012e5e367d18
66,Apple Cider Glazed Carrots, 53/e7b19500f02211e990c345c3f76c0e47,10/16/19,58478,Menu Item,46000028908,Breakfast,Served,Start,7.738230000000001,173,1.54,Lbs,HB,53,Westford,6.198230000000001,0,6.198230000000001,0,10/16/19 10:39,53, e7b19500-f022-11e9-90c3-45c3f76c0e47
67,Apple Cider Glazed Carrots, 53/f8348f40ef5a11e98246012e5e367d18,10/15/19,57902,Menu Item,46000028908,Breakfast,Served,Start,7.65004,173,1.54,Lbs,HB,53,Westford,6.110040000000001,0,6.110040000000001,0,10/15/19 10:48,53, f8348f40-ef5a-11e9-8246-012e5e367d18
68,Apple Cider Glazed Carrots, 53/ff702c70eb8511e98246012e5e367d18,10/10/19,54121,Menu Item,46000028908,Breakfast,Served,Start,6.34931,173,1.54,Lbs,HB,53,Westford,4.80931,0,4.80931,0,10/10/19 13:46,53, ff702c70-eb85-11e9-8246-012e5e367d18
69,Apple Cider Greens, 52/1b04a200f44511e98246012e5e367d18,10/21/19,62432,Menu Item,46000028910,Breakfast,Served,Start,4.29901,177,1.23,Lbs,HB,52,Hingham,3.06901,0,3.06901,0,10/21/19 16:55,52, 1b04a200-f445-11e9-8246-012e5e367d18
70,Apple Cider Greens, 52/25358800f51e11e98246012e5e367d18,10/22/19,63333,Menu Item,46000028910,Breakfast,Served,Start,4.111619999999999,177,1.23,Lbs,HB,52,Hingham,2.8816200000000003,0,2.8816200000000003,0,10/22/19 18:49,52, 25358800-f51e-11e9-8246-012e5e367d18
71,Apple Cider Greens, 52/926f14a0f37411e98246012e5e367d18,10/20/19,61500,Menu Item,46000028910,Breakfast,Served,Start,3.46126,177,1.23,Lbs,HB,52,Hingham,2.23126,0,2.23126,0,10/20/19 16:02,52, 926f14a0-f374-11e9-8246-012e5e367d18
72,Apple Cider Greens, 52/edaa0c40f05d11e990c345c3f76c0e47,10/16/19,58764,Menu Item,46000028910,Breakfast,Served,Start,4.2659400000000005,177,1.23,Lbs,HB,52,Hingham,3.03594,0,3.03594,0,10/16/19 17:43,52, edaa0c40-f05d-11e9-90c3-45c3f76c0e47
73,Artichoke Hearts, 52/17487920e44611e98246012e5e367d18,10/1/19,43375,Menu Item,46000021416,Breakfast,Served,Start,2.5794099999999998,183,0.84,Lbs,SB,52,Hingham,1.73941,0,1.73941,0,10/1/19 8:22,52, 17487920-e446-11e9-8246-012e5e367d18
74,Artichoke Hearts, 52/17eede10e83211e990c345c3f76c0e47,10/5/19,49725,Menu Item,46000021416,Breakfast,Served,Start,2.82192,183,0.84,Lbs,SB,52,Hingham,1.9819200000000001,0,1.9819200000000001,0,10/6/19 8:09,52, 17eede10-e832-11e9-90c3-45c3f76c0e47
75,Artichoke Hearts, 52/4188aab0f4be11e990c345c3f76c0e47,10/21/19,62844,Menu Item,46000021416,Breakfast,Served,Start,4.6738,180,2.09,Lbs,SB,52,Hingham,2.5838,0,2.5838,0,10/22/19 7:22,52, 4188aab0-f4be-11e9-90c3-45c3f76c0e47
76,Artichoke Hearts, 52/61047560f33111e98246012e5e367d18,10/20/19,61172,Menu Item,46000021416,Breakfast,Served,Start,3.18568,181,1.61,Lbs,SB,52,Hingham,1.57568,0,1.57568,0,10/20/19 8:02,52, 61047560-f331-11e9-8246-012e5e367d18
77,Artichoke Hearts, 52/6204cef0e76b11e98246012e5e367d18,10/4/19,48564,Menu Item,46000021416,Breakfast,Served,Start,3.5935300000000003,183,0.84,Lbs,SB,52,Hingham,2.75353,0,2.75353,0,10/5/19 8:26,52, 6204cef0-e76b-11e9-8246-012e5e367d18
78,Artichoke Hearts, 52/7b3afe80ef4011e990c345c3f76c0e47,10/15/19,57790,Menu Item,46000021416,Breakfast,Served,Start,3.9573,183,0.84,Lbs,SB,52,Hingham,3.1173,0,3.1173,0,10/15/19 7:39,52, 7b3afe80-ef40-11e9-90c3-45c3f76c0e47
79,Artichoke Hearts, 52/b484c200e8fd11e98246012e5e367d18,10/7/19,50918,Menu Item,46000021416,Breakfast,Served,Start,3.35103,183,0.84,Lbs,SB,52,Hingham,2.51103,0,2.51103,0,10/7/19 8:26,52, b484c200-e8fd-11e9-8246-012e5e367d18
80,Artichokes, 55/158485f0e9c011e990c345c3f76c0e47,10/8/19,51938,Menu Item,46000055711,Breakfast,Served,Start,7.60595,204,1.9,Lbs,SB,55,Cranston,5.70595,0,5.70595,0,10/8/19 7:38,55, 158485f0-e9c0-11e9-90c3-45c3f76c0e47
81,Artichokes, 55/53488ce0eb5211e990c345c3f76c0e47,10/9/19,53791,Menu Item,46000055711,Breakfast,Served,Start,7.89255,203,2.4,Lbs,SB,55,Cranston,5.49255,0,5.49255,0,10/10/19 7:37,55, 53488ce0-eb52-11e9-90c3-45c3f76c0e47
82,Artichokes, 55/59436e70ece811e990c345c3f76c0e47,10/12/19,55647,Menu Item,46000055711,Breakfast,Served,Start,6.4375,203,2.4,Lbs,SB,55,Cranston,4.0375,0,4.0375,0,10/12/19 8:04,55, 59436e70-ece8-11e9-90c3-45c3f76c0e47
83,Artichokes, 55/5b291fc0e5d411e990c345c3f76c0e47,10/3/19,45937,Menu Item,46000055711,Breakfast,Served,Start,7.62799,203,2.4,Lbs,SB,55,Cranston,5.22799,0,5.22799,0,10/3/19 7:53,55, 5b291fc0-e5d4-11e9-90c3-45c3f76c0e47
84,Artichokes, 55/651fbbb0e8f911e98246012e5e367d18,10/7/19,50837,Menu Item,46000055711,Breakfast,Served,Start,6.900469999999999,204,1.9,Lbs,SB,55,Cranston,5.00047,0,5.00047,0,10/7/19 7:56,55, 651fbbb0-e8f9-11e9-8246-012e5e367d18
85,Artichokes, 55/6cdecb20edb311e990c345c3f76c0e47,10/13/19,56466,Menu Item,46000055711,Breakfast,Served,Start,5.62179,203,2.4,Lbs,SB,55,Cranston,3.22179,0,3.22179,0,10/13/19 8:17,55, 6cdecb20-edb3-11e9-90c3-45c3f76c0e47
86,Artichokes, 55/fafcbfe0ea8c11e990c345c3f76c0e47,10/9/19,52924,Menu Item,46000055711,Breakfast,Served,Start,6.657960000000001,203,2.4,Lbs,SB,55,Cranston,4.25796,0,4.25796,0,10/9/19 8:05,55, fafcbfe0-ea8c-11e9-90c3-45c3f76c0e47
87,Arugula, 51/09cb3a30e5d111e98246012e5e367d18,10/2/19,45856,Menu Item,46000055714,Breakfast,Served,Start,8.4437,101,2.12,Lbs,SB,51,Dedham,6.3237,0,6.3237,0,10/3/19 7:29,51, 09cb3a30-e5d1-11e9-8246-012e5e367d18
88,Arugula, 51/30982350e76911e98246012e5e367d18,10/5/19,48527,Menu Item,46000055714,Breakfast,Served,Start,7.826410000000001,105,3.46,Lbs,SB,51,Dedham,4.36641,0,4.36641,0,10/5/19 8:11,51, 30982350-e769-11e9-8246-012e5e367d18
89,Arugula, 51/8aaff670e4fc11e990c345c3f76c0e47,10/1/19,44409,Menu Item,46000055714,Breakfast,Served,Start,7.69413,106,1.59,Lbs,SB,51,Dedham,6.1041300000000005,0,6.1041300000000005,0,10/2/19 6:08,51, 8aaff670-e4fc-11e9-90c3-45c3f76c0e47
90,Arugula, 51/be22f870e44511e990c345c3f76c0e47,10/1/19,43371,Menu Item,46000055714,Breakfast,Served,Start,8.90668,108,2.35,Lbs,SB,51,Dedham,6.55668,0,6.55668,0,10/1/19 8:19,51, be22f870-e445-11e9-90c3-45c3f76c0e47
